Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R000823,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/19-10/31/20
R000825,"Appel, Erin ","Capitol Strategies, LLC",Anne Arundel Medical Center,11/01/19-10/31/20
R000831,"Appel, Erin ","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/19-10/31/20
R000833,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/19-10/31/20
R000838,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/19-10/31/20
R000949,"Appel, Erin ","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/19-10/31/20
R001072,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/19-10/31/20
R001367,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/19-10/31/20
R001534,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/19-10/31/20
R009589,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/21-10/31/22
R009590,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/21-10/31/22
R009582,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/21-10/31/22
R009379,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/21-10/31/22
R009342,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/21-10/31/22
R009568,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/21-10/31/22
R016200,"Appel, Erin ","Capitol Strategies, LLC",Washington Suburban Sanitary Commission,01/25/23-09/12/23
R014263,"Appel, Erin ","Capitol Strategies, LLC","Constellation Energy Generation, LLC",11/01/22-09/12/23
R014160,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/22-09/12/23
R014631,"Appel, Erin ","Capitol Strategies, LLC",Verizon Communications,11/01/22-09/12/23
R014637,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/22-09/12/23
R013716,"Appel, Erin ","Capitol Strategies, LLC",Abner's,11/01/22-09/12/23
R014163,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/22-09/12/23
R014754,"Appel, Erin ","Capitol Strategies, LLC",IATSE Local 487,11/01/22-09/12/23
R005348,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/20-10/31/21
R014264,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/22-09/12/23
R000810,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/19-10/31/20
R000828,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/19-10/31/20
R000948,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/19-10/31/20
R001058,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc.",11/01/19-10/31/20
R001546,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/19-10/31/20
R007047,"Appel, Erin ","Capitol Strategies, LLC",Brightview Senior Living,01/06/21-10/31/21
R007831,"Appel, Erin ","Capitol Strategies, LLC",ClassWallet,06/07/21-10/31/21
R007935,"Appel, Erin ","Capitol Strategies, LLC",Knowledge Services,08/05/21-10/31/21
R005312,"Appel, Erin ","Capitol Strategies, LLC",Luminis Health,11/01/20-10/31/21
R005313,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/20-10/31/21
R005354,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/20-10/31/21
R005519,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/20-10/31/21
R005534,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/20-10/31/21
R003043,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",01/01/20-10/31/20
R004113,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,09/08/20-10/31/20
R009732,"Appel, Erin ","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/21-01/17/22
R009255,"Appel, Erin ","Capitol Strategies, LLC","MTM, Inc",11/01/21-10/31/22
R010968,"Appel, Erin ","Capitol Strategies, LLC","Residences at Benning Road LLC, The",11/22/21-10/31/22
R009584,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/21-10/31/22
R011977,"Appel, Erin ","Capitol Strategies, LLC",HMSHost,06/01/22-10/31/22
R014360,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/22-09/12/23
R013808,"Appel, Erin ","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",11/01/22-09/12/23
R015737,"Appel, Erin ","Capitol Strategies, LLC",RV Industry Association,12/15/22-09/12/23
R014159,"Appel, Erin ","Capitol Strategies, LLC",Luminis Health,11/01/22-09/12/23
R015736,"Appel, Erin ","Capitol Strategies, LLC",Hayden AI,12/15/22-09/12/23
R014627,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/22-09/12/23
R009586,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/21-10/31/22
R009377,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/21-10/31/22
R018639,"APPEL, ERIN A","United HealthCare Services, Inc.","United Healthcare Services, Inc.",11/01/23-10/31/24
R005315,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/20-10/31/21
R005346,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/20-10/31/21
R005536,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/20-10/31/21
R005667,"Appel, Erin ","Capitol Strategies, LLC",Redwood Capital,11/01/20-10/31/21
R005920,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/20-10/31/21
R002648,"Appel, Erin ","Capitol Strategies, LLC",Girls Who Code,11/01/19-10/31/20
R001086,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/19-10/31/20
R001552,"Appel, Erin ","Capitol Strategies, LLC","Redwood Capital Investments, LLC",11/01/19-10/31/20
R009592,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/21-10/31/22
R009338,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/21-10/31/22
R009579,"Appel, Erin ","Capitol Strategies, LLC",Knowledge Services,11/01/21-10/31/22
R009663,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/21-10/31/22
R009588,"Appel, Erin ","Capitol Strategies, LLC","Allegis, Redwood, Maxim Public Affairs, LLC",11/01/21-10/31/22
R009336,"Appel, Erin ","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",11/01/21-10/31/22
R009565,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/21-10/31/22
R009656,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/21-10/31/22
R014261,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/22-09/12/23
R013813,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/22-09/12/23
R014619,"Appel, Erin ","Capitol Strategies, LLC","Residences at Benning Road LLC, The",11/01/22-09/12/23
R014162,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/22-09/12/23
R016041,"Appel, Erin ","Capitol Strategies, LLC",CSX Transportation,01/15/23-09/12/23
R014257,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/22-09/12/23
R000973,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/19-10/31/20
R005525,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/20-10/31/21
R014286,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/22-09/12/23
R011889,"Appel, Erin ","Capitol Strategies, LLC",TikTok Inc. US,03/28/22-10/31/22
R014626,"Appel, Erin ","Capitol Strategies, LLC",TikTok Inc. US,11/01/22-09/12/23
R000013,"Appel, Erin ","Capitol Strategies, LLC",Talkspace,11/01/19-10/31/20
R002443,"Appel, Erin ","Capitol Strategies, LLC",LEO Technologies,11/01/19-10/31/20
R000839,"Appel, Erin ","Capitol Strategies, LLC",Compassion and Choices,11/01/19-10/31/20
R001099,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/19-10/31/20
R001101,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/19-10/31/20
R001579,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/19-10/31/20
R002953,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",12/18/19-10/31/20
R009593,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,11/01/21-01/17/22
R009735,"Appel, Erin ","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/21-01/17/22
R005226,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/20-10/31/21
R005232,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/20-10/31/21
R005239,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/20-10/31/21
R005357,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/20-10/31/21
R005359,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/20-10/31/21
R005530,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,11/01/20-10/31/21
R005542,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/20-10/31/21
R005547,"Appel, Erin ","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/20-10/31/21
R005842,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/20-10/31/21
R005843,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/20-10/31/21
R009654,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/21-10/31/22
R009587,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/21-10/31/22
R011856,"Appel, Erin ","Capitol Strategies, LLC",Abner's,03/14/22-10/31/22
R009591,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/21-10/31/22
R009380,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/21-10/31/22
R009567,"Appel, Erin ","Capitol Strategies, LLC",Luminis Health,11/01/21-10/31/22
R014613,"Appel, Erin ","Capitol Strategies, LLC",Alstom,11/01/22-11/01/22
R009729,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/21-10/31/22
R014276,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/22-06/28/23
R016043,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc.",01/15/23-09/12/23
R016042,"Appel, Erin ","Capitol Strategies, LLC",Brook Lane,01/15/23-09/12/23
R013790,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/22-09/12/23
R014761,"Appel, Erin ","Capitol Strategies, LLC",Willis Towers Watson Southeast,11/01/22-09/12/23
R014280,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/22-09/12/23
R016580,"Appel, Erin ","Capitol Strategies, LLC",MAS Alliance,03/13/23-09/12/23
R006999,"Appel, Erin ","Capitol Strategies, LLC","DoorDash, Inc.",12/31/20-10/31/21
R007600,"Appel, Erin ","Capitol Strategies, LLC",Curriculum Associates LLC,03/08/21-10/31/21
R005350,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/20-10/31/21
R005356,"Appel, Erin ","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/20-10/31/21
R005677,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic c/o Redwood Capital,11/01/20-10/31/21
R000829,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/19-10/31/20
R000830,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/19-10/31/20
R000947,"Appel, Erin ","Capitol Strategies, LLC","Verizon/DCI Group AZ, LLC",11/01/19-10/31/20
R000952,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/19-10/31/20
R001068,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/19-10/31/20
R001364,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/19-10/31/20
R001545,"Appel, Erin ","Capitol Strategies, LLC","Northbay Education, Inc.",11/01/19-10/31/20
R009572,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/21-05/15/22
R009566,"Appel, Erin ","Capitol Strategies, LLC",Verizon Communications,11/01/21-10/31/22
R009570,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/21-10/31/22
R009575,"Appel, Erin ","Capitol Strategies, LLC",Brightview Senior Living,11/01/21-10/31/22
R009309,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/21-10/31/22
R014616,"Appel, Erin ","Capitol Strategies, LLC","Allegis, Redwood, Maxim Public Affairs, LLC",11/01/22-09/12/23
R014599,"Appel, Erin ","Capitol Strategies, LLC","MTM, Inc",11/01/22-09/12/23
R014609,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/22-09/12/23
R014272,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/22-09/12/23
R014624,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/22-09/12/23
R014164,"Appel, Erin ","Capitol Strategies, LLC",Brightview Senior Living,11/01/22-09/12/23
R014283,"Appel, Erin ","Capitol Strategies, LLC",HMSHost,11/01/22-09/12/23
R000943,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/19-10/31/20
R022576,"Appel, Erin A","United HealthCare Services, Inc.","United Healthcare Services, Inc.",11/01/24-10/31/25
R001297,"Appling, Mary Anne ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/19-03/20/20
R021792,"Arias, Diane Yvette",Maryland Catholic Conference,Maryland Catholic Conference,11/01/24-10/31/25
R020599,"Arias, Diane Yvette",Maryland Catholic Conference,Maryland Catholic Conference,01/08/24-10/31/24
R015587,"arminio, joseph ",The Coalition for America's Resurgence,"Coalition for America's Resurgence, Inc., The",11/22/22-10/31/23
R020089,"Arminio, Joseph ",The Coalition for America's Resurgence,"Coalition for America's Resurgence, Inc., The",11/24/23-10/31/24
R005236,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/20-10/31/21
R012908,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/22-10/31/23
R010093,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/21-10/31/22
R002772,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,12/02/19-10/31/20
R023081,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/24-10/31/25
R017297,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/23-10/31/24
R003663,"Arrington, Michael E",Capitol Connections,Lee's Liquor Store,02/21/20-10/31/20
R011904,"Arrington, Michael E",Capitol Connections,Arundel Amusements/Bingo World,04/04/22-10/31/22
R016469,"Arrington, Michael E",Capitol Connections,Marlboro Country Liquors,02/25/23-10/31/23
R016532,"Arrington, Michael E",Capitol Connections,Automotive Talk Towing and Recovery,03/05/23-10/31/23
R016800,"Arrington, Michael E",Capitol Connections,"Aeon Technologies, LLC",07/19/23-10/31/23
R015889,"Arrington, Michael E",Capitol Connections,Bogue Sound Distillery,01/09/23-10/31/23
R015888,"Arrington, Michael E",Capitol Connections,Arundel Amusements/Bingo World,01/09/23-10/31/23
R016284,"Arrington, Michael E",Capitol Connections,Capitol Connections LLC,02/03/23-10/31/23
R016218,"Arrington, Michael E",Capitol Connections,Fast Lane Towing,01/30/23-10/31/23
R020806,"Arrington, Michael E",Capitol Connections,Lake Marlton Land Company,01/17/24-10/31/24
R020723,"Arrington, Michael E",Capitol Connections,Indian American Liquor Store Owners of PG County,01/14/24-10/31/24
R020727,"Arrington, Michael E",Capitol Connections,Artisys Corporation,01/14/24-10/31/24
R020966,"Arrington, Michael E",Capitol Connections,"SanDow Construction, Inc.",01/23/24-10/31/24
R020808,"Arrington, Michael E",Capitol Connections,Arundel Amusements/Bingo World,01/17/24-10/31/24
R020923,"Arrington, Michael E",Capitol Connections,Avdyne Aeroservices,01/23/24-10/31/24
R025621,"Arrington, Michael E",Capitol Connections,"Cyquent, Inc.",02/02/25-10/31/25
R025691,"Arrington, Michael E",Capitol Connections,4A Consulting,02/02/25-10/31/25
R007580,"Arrington, Michael E",Capitol Connections,Robey Towing and Transportation,03/02/21-10/31/21
R016240,"Arrington, Michael E",Capitol Connections,JB Liquors,01/30/23-10/31/23
R016245,"Arrington, Michael E",Capitol Connections,6525 Belcrest Road LLC,01/30/23-10/31/23
R016529,"Arrington, Michael E",Capitol Connections,PC Constuction,03/28/23-10/31/23
R020724,"Arrington, Michael E",Capitol Connections,"Aeon Technologies, LLC",01/14/24-10/31/24
R020965,"Arrington, Michael E",Capitol Connections,"Milani Construction,LLC.",01/23/24-10/31/24
R020722,"Arrington, Michael E",Capitol Connections,Fast Lane Towing,01/14/24-10/31/24
R025620,"Arrington, Michael E",Capitol Connections,J &L Towing and Recovery,02/02/25-10/31/25
R025690,"Arrington, Michael E",Capitol Connections,"Celestial Innovative Solutions, LLC",02/02/25-10/31/25
R025848,"Arrington, Michael E",Capitol Connections,"Altumint Inc., formerly Optotraffic",02/25/25-10/31/25
R003660,"Arrington, Michael E",Capitol Connections,Dispensary Works,02/21/20-10/31/20
R003661,"Arrington, Michael E",Capitol Connections,Tuckers Liquor,02/21/20-10/31/20
R007587,"Arrington, Michael E",Capitol Connections,Indian American Liquor Store Owners of PG County,03/04/21-10/31/21
R007595,"Arrington, Michael E",Capitol Connections,Fast Lane Towing,03/06/21-10/31/21
R007702,"Arrington, Michael E",Capitol Connections,Arcadia Techtronics,04/07/21-10/31/21
R012085,"Arrington, Michael E",Capitol Connections,Isiah Thomas International,07/26/22-10/31/22
R016032,"Arrington, Michael E",Capitol Connections,"Vineyard Holdings, The",01/12/23-10/31/23
R016407,"Arrington, Michael E",Capitol Connections,"UWD MD, LLC",02/20/23-10/31/23
R016217,"Arrington, Michael E",Capitol Connections,Indian American Liquor Store Owners of PG County,01/25/23-10/31/23
R016531,"Arrington, Michael E",Capitol Connections,Robey Towing and Transportation,03/04/23-10/31/23
R016241,"Arrington, Michael E",Capitol Connections,"Manekin, LLC",01/30/23-10/31/23
R016164,"Arrington, Michael E",Capitol Connections,Organic Green Goddess LLC,01/23/23-10/31/23
R016801,"Arrington, Michael E",Capitol Connections,4A Consulting,07/19/23-10/31/23
R016216,"Arrington, Michael E",Capitol Connections,Avdyne Aeroservices,01/25/23-10/31/23
R020728,"Arrington, Michael E",Capitol Connections,Horus Construction Services,01/14/24-10/31/24
R021322,"Arrington, Michael E",Capitol Connections,Global Trade & Finance,03/10/24-10/31/24
R020725,"Arrington, Michael E",Capitol Connections,"Altumint Inc., formerly Optotraffic",01/14/24-10/31/24
R021393,"Arrington, Michael E",Capitol Connections,"Hill International, Inc.",04/04/24-10/31/24
R020804,"Arrington, Michael E",Capitol Connections,Santeri Inc.,01/17/24-10/31/24
R020726,"Arrington, Michael E",Capitol Connections,4A Consulting,01/14/24-10/31/24
R025692,"Arrington, Michael E",Capitol Connections,Artisys Corporation,02/02/25-10/31/25
R025663,"Arrington, Michael E",Capitol Connections,"Hill International, Inc.",02/02/25-10/31/25
